"","DATA_REF_SYNTAX","MODEL_ID","RCM_VERSION_ID","FREQUENCY","VAR_NAME","VERSION_NO"
"15","CORDEX.output.AUS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191029"
"16","CORDEX.output.AUS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191015"
"17","CORDEX.output.AUS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191025"
"18","CORDEX.output.AUS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191029"
"19","CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"20","CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"21","CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"22","CORDEX.output.AUS-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"23","CORDEX.output.AUS-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"24","CORDEX.output.AUS-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"25","CORDEX.output.AUS-22.ICTP.NCC-NorESM1-M.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"26","CORDEX.output.AUS-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"27","CORDEX.output.AUS-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"28","CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1","CLMcom-CCLM4-8-17-CLM3-5","v1","day","tasmax","v20170206"
"30","CORDEX.output.AUS-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1","CLMcom-CCLM4-8-17-CLM3-5","v1","day","tasmax","v20180710"
"31","CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1","CLMcom-CCLM4-8-17-CLM3-5","v1","day","tasmax","v20170206"
"33","CORDEX.output.AUS-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","CLMcom-CCLM4-8-17-CLM3-5","v1","day","tasmax","v20180710"
"34","CORDEX.output.AUS-44i.CSIRO.CCCma-CanESM2.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"36","CORDEX.output.AUS-44i.CSIRO.CCCma-CanESM2.rcp85.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"37","CORDEX.output.AUS-44i.CSIRO.CSIRO-BOM-ACCESS1-0.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"39","CORDEX.output.AUS-44i.CSIRO.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"40","CORDEX.output.AUS-44i.CSIRO.ECMWF-ERAINT.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"41","CORDEX.output.AUS-44i.CSIRO.MIROC-MIROC5.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"43","CORDEX.output.AUS-44i.CSIRO.MIROC-MIROC5.rcp85.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"44","CORDEX.output.AUS-44i.CSIRO.NCC-NorESM1-M.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"46","CORDEX.output.AUS-44i.CSIRO.NCC-NorESM1-M.rcp85.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"47","CORDEX.output.AUS-44i.CSIRO.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"49","CORDEX.output.AUS-44i.CSIRO.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1","CSIRO-CCAM-2008","v1","day","tasmax","v20201120"
"50","CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20200927"
"51","CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.historical.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20200927"
"54","CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20200927"
"55","CORDEX.output.AUS-44.UNSW.CCCma-CanESM2.rcp85.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20200927"
"56","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20200927"
"57","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20200927"
"58","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.historical.r1i1p1","UNSW-WRF360L","v1","day","tasmax","v20180614"
"61","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20200927"
"62","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-0.rcp85.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20200927"
"63","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20180614"
"64","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20180614"
"65","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.historical.r1i1p1","UNSW-WRF360L","v1","day","tasmax","v20180614"
"68","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1","UNSW-WRF360J","v1","day","tasmax","v20200927"
"69","CORDEX.output.AUS-44.UNSW.CSIRO-BOM-ACCESS1-3.rcp85.r1i1p1","UNSW-WRF360K","v1","day","tasmax","v20200927"
