"","DATA_REF_SYNTAX","MODEL_ID","RCM_VERSION_ID","FREQUENCY","VAR_NAME","VERSION_NO"
"19","CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.historical.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191015"
"20","CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191025"
"21","CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1","GERICS-REMO2015","v1","day","tasmax","v20191029"
"22","CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"23","CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"24","CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"25","CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"26","CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"27","CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"28","CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"29","CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"30","CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"31","CORDEX.output.AFR-44.CLMcom.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"33","CORDEX.output.AFR-44.CLMcom.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"34","CORDEX.output.AFR-44.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"36","CORDEX.output.AFR-44.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"37","CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"39","CORDEX.output.AFR-44.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"40","CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"42","CORDEX.output.AFR-44.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","CLMcom-CCLM4-8-17","v1","day","tasmax","v20140401"
"43","CORDEX.output.AFR-44.DMI.ICHEC-EC-EARTH.historical.r3i1p1","DMI-HIRHAM5","v2","day","tasmax","v20140804"
"45","CORDEX.output.AFR-44.DMI.ICHEC-EC-EARTH.rcp85.r3i1p1","DMI-HIRHAM5","v2","day","tasmax","v20140915"
"46","CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.historical.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160630"
"47","CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp26.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160630"
"48","CORDEX.output.AFR-44.GERICS.IPSL-IPSL-CM5A-LR.rcp85.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160630"
"49","CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.historical.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160705"
"50","CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp26.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160705"
"51","CORDEX.output.AFR-44.GERICS.MIROC-MIROC5.rcp85.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20170620"
"52","CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160728"
"53","CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160728"
"54","CORDEX.output.AFR-44.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20170620"
"55","CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.historical.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160630"
"56","CORDEX.output.AFR-44.GERICS.NOAA-GFDL-GFDL-ESM2G.rcp26.r1i1p1","GERICS-REMO2009","v1","day","tasmax","v20160630"
"57","CORDEX.output.AFR-44.KNMI.ICHEC-EC-EARTH.historical.r12i1p1","KNMI-RACMO22T","v1","day","tasmax","v20170403"
"58","CORDEX.output.AFR-44.KNMI.ICHEC-EC-EARTH.rcp26.r12i1p1","KNMI-RACMO22T","v1","day","tasmax","v20170403"
"59","CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.historical.r1i1p1","KNMI-RACMO22T","v2","day","tasmax","v20160802"
"60","CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp26.r1i1p1","KNMI-RACMO22T","v2","day","tasmax","v20160802"
"62","CORDEX.output.AFR-44.KNMI.MOHC-HadGEM2-ES.rcp85.r1i1p1","KNMI-RACMO22T","v2","day","tasmax","v20160802"
"63","CORDEX.output.AFR-44.MPI-CSC.ICHEC-EC-EARTH.historical.r12i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"64","CORDEX.output.AFR-44.MPI-CSC.ICHEC-EC-EARTH.rcp26.r12i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"66","CORDEX.output.AFR-44.MPI-CSC.ICHEC-EC-EARTH.rcp85.r12i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"67","CORDEX.output.AFR-44.MPI-CSC.MPI-M-MPI-ESM-LR.historical.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"68","CORDEX.output.AFR-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"70","CORDEX.output.AFR-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160412"
"71","CORDEX.output.AFR-44.SMHI.CCCma-CanESM2.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"73","CORDEX.output.AFR-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"74","CORDEX.output.AFR-44.SMHI.CNRM-CERFACS-CNRM-CM5.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"76","CORDEX.output.AFR-44.SMHI.CNRM-CERFACS-CNRM-CM5.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"77","CORDEX.output.AFR-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20141217"
"79","CORDEX.output.AFR-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20141217"
"80","CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"81","CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"83","CORDEX.output.AFR-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"84","CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20140612"
"86","CORDEX.output.AFR-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20140612"
"87","CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"88","CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20160803"
"90","CORDEX.output.AFR-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"91","CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"92","CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20141217"
"94","CORDEX.output.AFR-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"95","CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"96","CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20140612"
"98","CORDEX.output.AFR-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"99","CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"100","CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20160803"
"102","CORDEX.output.AFR-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"103","CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"105","CORDEX.output.AFR-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1","SMHI-RCA4","v1","day","tasmax","v20130927"
"106","CORDEX.output.AFR-44.UQAM.CCCma-CanESM2.historical.r1i1p1","UQAM-CRCM5","v1","day","tasmax","v20150616"
"108","CORDEX.output.AFR-44.UQAM.MPI-M-MPI-ESM-LR.historical.r1i1p1","UQAM-CRCM5","v1","day","tasmax","v20150616"
