DATA_REF_SYNTAX;MODEL_ID;RCM_VERSION_ID;FREQUENCY;VAR_NAME;VERSION_NO;SUBPANEL
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20191219;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20191219;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.historical.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20191219;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20200103;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20200103;
CORDEX.output.WAS-22.CLMcom.ICHEC-EC-EARTH.rcp85.r12i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20200103;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MIROC-MIROC5.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.WAS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20200103;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20200103;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20200103;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20200211;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20200211;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20200211;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20200106;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20200106;
CORDEX.output.WAS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20200106;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.WAS-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20191217;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20191217;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20191217;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20200304;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20200304;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20200304;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;tasmax;v20191217;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;ps;v20191217;
CORDEX.output.WAS-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;ETH-COSMO-crCLIM-v1-1;v1;day;huss;v20191217;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.WAS-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.NAM-22.UQAM.CCCma-CanESM2.rcp85.r1i1p1;CRCM5;v1;day;ps;v20200831;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.WAS-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.historical.r1i1p1;CanRCM4;r2;day;tasmax;v20201015;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.historical.r1i1p1;CanRCM4;r2;day;ps;v20201015;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.historical.r1i1p1;CanRCM4;r2;day;huss;v20201015;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.rcp85.r1i1p1;CanRCM4;r2;day;tasmax;v20201015;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.rcp85.r1i1p1;CanRCM4;r2;day;ps;v20201015;
CORDEX.output.AFR-22.CCCma.CCCma-CanESM2.rcp85.r1i1p1;CanRCM4;r2;day;huss;v20201015;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20191218;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20191218;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20191218;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20191219;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20191219;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20191219;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20200103;
CORDEX.output.AFR-22.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20200103;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.AFR-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20191218;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20200103;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20200103;
CORDEX.output.AFR-22.CLMcom.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20200103;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.AFR-22.GERICS.MPI-M-MPI-ESM-LR.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.MPI-M-MPI-ESM-MR.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20191219;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20191219;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.historical.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20191219;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20200103;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20200103;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp26.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20200103;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;tasmax;v20200103;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;ps;v20200103;
CORDEX.output.AFR-22.CLMcom.NCC-NorESM1-M.rcp85.r1i1p1;KIT-CCLM5-0-15;v1;day;huss;v20200103;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.AFR-22.GERICS.NCC-NorESM1-M.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AFR-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;tasmax;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;ps;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;huss;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;HZG-CCLM5-0-15;v1;day;tasmax;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;HZG-CCLM5-0-15;v1;day;ps;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp26.r1i1p1;HZG-CCLM5-0-15;v1;day;huss;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;HZG-CCLM5-0-15;v1;day;tasmax;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;HZG-CCLM5-0-15;v1;day;ps;v20200312;
CORDEX.output.AUS-22.CLMcom.MOHC-HadGEM2-ES.rcp85.r1i1p1;HZG-CCLM5-0-15;v1;day;huss;v20200312;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;tasmax;v20191015;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;ps;v20191015;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.historical.r1i1p1;REMO2015;v1;day;huss;v20191015;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;tasmax;v20191025;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;ps;v20191025;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp26.r1i1p1;REMO2015;v1;day;huss;v20191025;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;tasmax;v20191029;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;ps;v20191029;
CORDEX.output.AUS-22.GERICS.MOHC-HadGEM2-ES.rcp85.r1i1p1;REMO2015;v1;day;huss;v20191029;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.historical.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp26.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;tasmax;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;ps;v20190502;
CORDEX.output.AUS-22.ICTP.MOHC-HadGEM2-ES.rcp85.r1i1p1;RegCM4-7;v0;day;huss;v20190502;
CORDEX.output.AUS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;tasmax;v20200312;
CORDEX.output.AUS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;ps;v20200312;
CORDEX.output.AUS-22.CLMcom.MPI-M-MPI-ESM-LR.historical.r1i1p1;HZG-CCLM5-0-15;v1;day;huss;v20200312;
CORDEX.output.AUS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;HZG-CCLM5-0-15;v1;day;tasmax;v20200312;
CORDEX.output.AUS-22.CLMcom.MPI-M-MPI-ESM-LR.rcp26.r1i1p1;HZG-CCLM5-0-15;v1;day;ps;v20200312;
